BOROUGH,NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE,YEAR
BROOKLYN,WILLIAMSBURG-NORTH,02 TWO FAMILY HOMES,4,999000,2566417,1983333,5300000,2022
BROOKLYN,WILLIAMSBURG-NORTH,03 THREE FAMILY HOMES,10,335000,2293750,2066666,3540000,2022
BROOKLYN,WILLIAMSBURG-SOUTH,02 TWO FAMILY HOMES,8,1200000,2971250,2985000,4500000,2022
BROOKLYN,WILLIAMSBURG-SOUTH,03 THREE FAMILY HOMES,10,1100000,2874048,2750000,4200000,2022
BROOKLYN,WINDSOR TERRACE,01 ONE FAMILY HOMES,20,400000,1773486,1637500,3075000,2022
BROOKLYN,WINDSOR TERRACE,02 TWO FAMILY HOMES,32,450000,2295156,2250000,4000000,2022
BROOKLYN,WINDSOR TERRACE,03 THREE FAMILY HOMES,3,990000,1630000,1600000,2300000,2022
BROOKLYN,WYCKOFF HEIGHTS,01 ONE FAMILY HOMES,2,950000,1250000,1250000,1550000,2022
BROOKLYN,WYCKOFF HEIGHTS,02 TWO FAMILY HOMES,14,650000,1313214,1079000,3765000,2022
BROOKLYN,WYCKOFF HEIGHTS,03 THREE FAMILY HOMES,15,240000,1697333,1380000,5625000,2022
MANHATTAN,ALPHABET CITY,01 ONE FAMILY HOMES,1,399000,399000,399000,399000,2022
MANHATTAN,ALPHABET CITY,02 TWO FAMILY HOMES,1,2999999,2999999,2999999,2999999,2022
MANHATTAN,CHELSEA,01 ONE FAMILY HOMES,6,4400000,7282668,6748005,11100000,2022
MANHATTAN,CHELSEA,02 TWO FAMILY HOMES,1,5300000,5300000,5300000,5300000,2022
MANHATTAN,CHELSEA,03 THREE FAMILY HOMES,1,3975000,3975000,3975000,3975000,2022
MANHATTAN,CLINTON,01 ONE FAMILY HOMES,1,3300000,3300000,3300000,3300000,2022
MANHATTAN,CLINTON,02 TWO FAMILY HOMES,2,3165000,3415000,3415000,3665000,2022
MANHATTAN,GRAMERCY,02 TWO FAMILY HOMES,3,4200000,6666667,7400000,8400000,2022
MANHATTAN,GREENWICH VILLAGE-CENTRAL,01 ONE FAMILY HOMES,1,35000000,35000000,35000000,35000000,2022
MANHATTAN,GREENWICH VILLAGE-CENTRAL,02 TWO FAMILY HOMES,3,4350000,6904167,6612500,9750000,2022
MANHATTAN,GREENWICH VILLAGE-CENTRAL,03 THREE FAMILY HOMES,2,8500000,9300000,9300000,10100000,2022
MANHATTAN,GREENWICH VILLAGE-WEST,01 ONE FAMILY HOMES,25,4400000,9603400,8625000,19000000,2022
MANHATTAN,GREENWICH VILLAGE-WEST,02 TWO FAMILY HOMES,9,6900000,11422222,8500000,23000000,2022
MANHATTAN,GREENWICH VILLAGE-WEST,03 THREE FAMILY HOMES,8,850000,7481250,8225000,10500000,2022
MANHATTAN,HARLEM-CENTRAL,01 ONE FAMILY HOMES,7,953082,2960797,2257500,6995000,2022
MANHATTAN,HARLEM-CENTRAL,02 TWO FAMILY HOMES,13,890000,2638077,2400000,6350000,2022
MANHATTAN,HARLEM-CENTRAL,03 THREE FAMILY HOMES,13,985500,2238447,2400000,4500000,2022
MANHATTAN,HARLEM-EAST,01 ONE FAMILY HOMES,1,4556900,4556900,4556900,4556900,2022
MANHATTAN,HARLEM-EAST,02 TWO FAMILY HOMES,3,454000,901221,1073162,1176500,2022
MANHATTAN,HARLEM-EAST,03 THREE FAMILY HOMES,2,750000,1300000,1300000,1850000,2022
MANHATTAN,HARLEM-UPPER,01 ONE FAMILY HOMES,3,1900000,3039500,2972500,4246000,2022
MANHATTAN,HARLEM-UPPER,02 TWO FAMILY HOMES,6,1200000,2940083,1920250,5550000,2022
MANHATTAN,HARLEM-UPPER,03 THREE FAMILY HOMES,3,998000,1404333,1090000,2125000,2022
MANHATTAN,INWOOD,01 ONE FAMILY HOMES,2,832500,896000,896000,959500,2022
MANHATTAN,INWOOD,02 TWO FAMILY HOMES,1,1222000,1222000,1222000,1222000,2022
MANHATTAN,KIPS BAY,02 TWO FAMILY HOMES,1,3445325,3445325,3445325,3445325,2022
MANHATTAN,LITTLE ITALY,01 ONE FAMILY HOMES,1,5950000,5950000,5950000,5950000,2022
MANHATTAN,MANHATTAN VALLEY,01 ONE FAMILY HOMES,1,3725000,3725000,3725000,3725000,2022
MANHATTAN,MANHATTAN VALLEY,02 TWO FAMILY HOMES,1,3525000,3525000,3525000,3525000,2022
MANHATTAN,MIDTOWN EAST,01 ONE FAMILY HOMES,6,4140150,6098358,5200000,10250000,2022
MANHATTAN,MIDTOWN EAST,02 TWO FAMILY HOMES,3,3325000,7275000,6500000,12000000,2022
MANHATTAN,MIDTOWN EAST,03 THREE FAMILY HOMES,1,4750000,4750000,4750000,4750000,2022
MANHATTAN,MURRAY HILL,01 ONE FAMILY HOMES,4,2800000,4393750,4187500,6400000,2022
MANHATTAN,MURRAY HILL,02 TWO FAMILY HOMES,3,3300000,4117667,4400000,4653000,2022
MANHATTAN,SOHO,01 ONE FAMILY HOMES,1,14800000,14800000,14800000,14800000,2022
MANHATTAN,SOHO,02 TWO FAMILY HOMES,1,6000000,6000000,6000000,6000000,2022
MANHATTAN,SOHO,03 THREE FAMILY HOMES,1,7200000,7200000,7200000,7200000,2022
MANHATTAN,SOUTHBRIDGE,01 ONE FAMILY HOMES,1,3500000,3500000,3500000,3500000,2022
MANHATTAN,TRIBECA,01 ONE FAMILY HOMES,4,4150000,10223750,8372500,20000000,2022
MANHATTAN,UPPER EAST SIDE (59-79),01 ONE FAMILY HOMES,22,4541171,15599082,8675000,56000000,2022
MANHATTAN,UPPER EAST SIDE (59-79),02 TWO FAMILY HOMES,9,1757500,10523056,7250000,27500000,2022
MANHATTAN,UPPER EAST SIDE (59-79),03 THREE FAMILY HOMES,1,27000000,27000000,27000000,27000000,2022
MANHATTAN,UPPER EAST SIDE (79-96),01 ONE FAMILY HOMES,21,3950000,10650618,7521000,26500000,2022
MANHATTAN,UPPER EAST SIDE (79-96),02 TWO FAMILY HOMES,1,8500000,8500000,8500000,8500000,2022
MANHATTAN,UPPER EAST SIDE (79-96),03 THREE FAMILY HOMES,1,11400000,11400000,11400000,11400000,2022
MANHATTAN,UPPER WEST SIDE (59-79),01 ONE FAMILY HOMES,4,6332219,11226805,8162500,22250000,2022
MANHATTAN,UPPER WEST SIDE (59-79),02 TWO FAMILY HOMES,3,3995000,5715000,5000000,8150000,2022
MANHATTAN,UPPER WEST SIDE (79-96),01 ONE FAMILY HOMES,9,4353375,11082742,9173800,26000000,2022
MANHATTAN,UPPER WEST SIDE (79-96),02 TWO FAMILY HOMES,9,3098250,5026084,4495000,7500000,2022
MANHATTAN,UPPER WEST SIDE (79-96),03 THREE FAMILY HOMES,2,4500000,6162500,6162500,7825000,2022
MANHATTAN,WASHINGTON HEIGHTS LOWER,01 ONE FAMILY HOMES,5,950000,1981404,2546506,2546506,2022
MANHATTAN,WASHINGTON HEIGHTS LOWER,02 TWO FAMILY HOMES,10,995000,1870742,1523109,4978192,2022
MANHATTAN,WASHINGTON HEIGHTS LOWER,03 THREE FAMILY HOMES,3,997500,1551335,1110000,2546506,2022
MANHATTAN,WASHINGTON HEIGHTS UPPER,01 ONE FAMILY HOMES,2,1100000,1250000,1250000,1400000,2022
QUEENS,AIRPORT LA GUARDIA,01 ONE FAMILY HOMES,4,815000,852299,847098,900000,2022
QUEENS,ARVERNE,01 ONE FAMILY HOMES,24,315000,514303,505000,1138000,2022
QUEENS,ARVERNE,02 TWO FAMILY HOMES,83,320000,757319,720000,1318000,2022
QUEENS,ARVERNE,03 THREE FAMILY HOMES,7,330000,845698,780000,1489686,2022
QUEENS,ASTORIA,01 ONE FAMILY HOMES,68,425000,1241253,1105000,5150000,2022
QUEENS,ASTORIA,02 TWO FAMILY HOMES,167,200000,1286027,1248000,5775000,2022
QUEENS,ASTORIA,03 THREE FAMILY HOMES,69,300000,1424063,1430000,2520000,2022
QUEENS,BAYSIDE,01 ONE FAMILY HOMES,342,265000,1059750,990000,4730000,2022
QUEENS,BAYSIDE,02 TWO FAMILY HOMES,129,510000,1441296,1400000,4730000,2022
QUEENS,BAYSIDE,03 THREE FAMILY HOMES,18,700000,1393111,1451500,1750000,2022
QUEENS,BEECHHURST,01 ONE FAMILY HOMES,49,301500,1138755,998000,2500000,2022
QUEENS,BEECHHURST,02 TWO FAMILY HOMES,3,1210000,1386667,1300000,1650000,2022
QUEENS,BELLE HARBOR,01 ONE FAMILY HOMES,27,800000,1167630,999000,2500000,2022
QUEENS,BELLE HARBOR,02 TWO FAMILY HOMES,23,715000,1103370,1050000,1650000,2022
QUEENS,BELLE HARBOR,03 THREE FAMILY HOMES,2,600000,780000,780000,960000,2022
QUEENS,BELLEROSE,01 ONE FAMILY HOMES,102,200885,754749,736000,1450000,2022
QUEENS,BELLEROSE,02 TWO FAMILY HOMES,30,635000,843967,806000,1226000,2022
QUEENS,BELLEROSE,03 THREE FAMILY HOMES,3,972500,1113833,1169000,1200000,2022
QUEENS,BREEZY POINT,01 ONE FAMILY HOMES,69,250000,762229,750000,1350000,2022
QUEENS,BRIARWOOD,01 ONE FAMILY HOMES,24,234350,813570,847500,1450000,2022
QUEENS,BRIARWOOD,02 TWO FAMILY HOMES,17,660000,1031882,960000,2000000,2022
QUEENS,BRIARWOOD,03 THREE FAMILY HOMES,4,990000,1187838,1195677,1370000,2022
QUEENS,BROAD CHANNEL,01 ONE FAMILY HOMES,19,220000,575026,575000,950000,2022
QUEENS,CAMBRIA HEIGHTS,01 ONE FAMILY HOMES,104,203000,610884,630000,825000,2022
QUEENS,CAMBRIA HEIGHTS,02 TWO FAMILY HOMES,11,450000,782273,720000,1075000,2022
QUEENS,CAMBRIA HEIGHTS,03 THREE FAMILY HOMES,1,510000,510000,510000,510000,2022
QUEENS,COLLEGE POINT,01 ONE FAMILY HOMES,94,385000,875646,860000,1770000,2022
QUEENS,COLLEGE POINT,02 TWO FAMILY HOMES,79,359000,1026910,996666,1560000,2022
QUEENS,COLLEGE POINT,03 THREE FAMILY HOMES,16,710000,1099241,1045000,1530000,2022
QUEENS,CORONA,01 ONE FAMILY HOMES,25,257000,937720,826000,2350000,2022
QUEENS,CORONA,02 TWO FAMILY HOMES,90,350000,1071234,1084500,2030000,2022
QUEENS,CORONA,03 THREE FAMILY HOMES,61,310000,1327392,1310000,2350000,2022
QUEENS,DOUGLASTON,01 ONE FAMILY HOMES,75,820000,1297075,1211717,3637500,2022
QUEENS,DOUGLASTON,02 TWO FAMILY HOMES,12,950000,1450917,1336500,2190000,2022
QUEENS,EAST ELMHURST,01 ONE FAMILY HOMES,42,300000,748024,787500,1170988,2022
QUEENS,EAST ELMHURST,02 TWO FAMILY HOMES,44,218102,1053154,1022500,1950000,2022
QUEENS,EAST ELMHURST,03 THREE FAMILY HOMES,11,725000,1199091,1200000,1715000,2022
QUEENS,ELMHURST,01 ONE FAMILY HOMES,54,366000,1009013,864500,5900000,2022
QUEENS,ELMHURST,02 TWO FAMILY HOMES,82,265000,1075002,1070000,1800000,2022
QUEENS,ELMHURST,03 THREE FAMILY HOMES,53,401838,1390827,1460000,1930000,2022
QUEENS,FAR ROCKAWAY,01 ONE FAMILY HOMES,62,266000,751618,699500,2260000,2022
QUEENS,FAR ROCKAWAY,02 TWO FAMILY HOMES,63,280000,691935,665000,2100000,2022
QUEENS,FAR ROCKAWAY,03 THREE FAMILY HOMES,13,252000,731831,805000,999999,2022
QUEENS,FLORAL PARK,01 ONE FAMILY HOMES,102,350000,799966,752500,1781000,2022
QUEENS,FLORAL PARK,02 TWO FAMILY HOMES,4,890000,974000,928000,1150000,2022
QUEENS,FLORAL PARK,03 THREE FAMILY HOMES,1,995000,995000,995000,995000,2022
QUEENS,FLUSHING MEADOW PARK,03 THREE FAMILY HOMES,1,1572000,1572000,1572000,1572000,2022
QUEENS,FLUSHING-NORTH,01 ONE FAMILY HOMES,461,400000,1060208,990000,2488000,2022
QUEENS,FLUSHING-NORTH,02 TWO FAMILY HOMES,214,200000,1274627,1250000,2990000,2022
QUEENS,FLUSHING-NORTH,03 THREE FAMILY HOMES,48,750000,1612256,1590000,2635000,2022
QUEENS,FLUSHING-SOUTH,01 ONE FAMILY HOMES,226,450000,977874,905000,2155000,2022
QUEENS,FLUSHING-SOUTH,02 TWO FAMILY HOMES,60,237900,1110390,1112500,1979500,2022
QUEENS,FLUSHING-SOUTH,03 THREE FAMILY HOMES,10,975000,1439035,1283000,2099889,2022
QUEENS,FOREST HILLS,01 ONE FAMILY HOMES,138,750000,1513391,1316250,4100000,2022
QUEENS,FOREST HILLS,02 TWO FAMILY HOMES,28,850000,1310429,1255000,2530000,2022
QUEENS,FOREST HILLS,03 THREE FAMILY HOMES,3,1140000,1532667,1358000,2100000,2022
QUEENS,FRESH MEADOWS,01 ONE FAMILY HOMES,75,500000,1098746,999999,2075000,2022
QUEENS,FRESH MEADOWS,02 TWO FAMILY HOMES,9,495000,1058667,1100000,1250000,2022
QUEENS,GLEN OAKS,01 ONE FAMILY HOMES,25,495000,810995,810000,1172000,2022
QUEENS,GLEN OAKS,02 TWO FAMILY HOMES,2,936000,1513000,1513000,2090000,2022
QUEENS,GLEN OAKS,03 THREE FAMILY HOMES,1,810000,810000,810000,810000,2022
QUEENS,GLENDALE,01 ONE FAMILY HOMES,79,281927,782107,777350,1330000,2022
QUEENS,GLENDALE,02 TWO FAMILY HOMES,125,200000,883612,883000,1490000,2022
QUEENS,GLENDALE,03 THREE FAMILY HOMES,11,863000,1197091,1200000,1790000,2022
QUEENS,HAMMELS,01 ONE FAMILY HOMES,12,375000,610833,645000,825000,2022
QUEENS,HAMMELS,02 TWO FAMILY HOMES,15,345000,915586,806963,2810000,2022
QUEENS,HAMMELS,03 THREE FAMILY HOMES,4,495430,1036358,1095000,1460000,2022
QUEENS,HILLCREST,01 ONE FAMILY HOMES,20,643500,825025,805000,1125000,2022
QUEENS,HILLCREST,02 TWO FAMILY HOMES,5,620000,812600,860000,998000,2022
QUEENS,HOLLIS,01 ONE FAMILY HOMES,163,200000,713610,710000,1500000,2022
QUEENS,HOLLIS,02 TWO FAMILY HOMES,57,325000,762625,775000,1209000,2022
QUEENS,HOLLIS,03 THREE FAMILY HOMES,6,655000,1001667,1057500,1275000,2022
QUEENS,HOLLIS HILLS,01 ONE FAMILY HOMES,35,800000,1189268,1200000,2000000,2022
QUEENS,HOLLIS HILLS,02 TWO FAMILY HOMES,1,1130000,1130000,1130000,1130000,2022
QUEENS,HOLLISWOOD,01 ONE FAMILY HOMES,45,450000,1218311,1100000,2630000,2022
QUEENS,HOLLISWOOD,02 TWO FAMILY HOMES,1,995000,995000,995000,995000,2022
QUEENS,HOWARD BEACH,01 ONE FAMILY HOMES,139,210635,839467,850000,2300000,2022
QUEENS,HOWARD BEACH,02 TWO FAMILY HOMES,45,207500,921155,940000,1448721,2022
QUEENS,HOWARD BEACH,03 THREE FAMILY HOMES,5,600000,1037600,1229000,1359000,2022
QUEENS,JACKSON HEIGHTS,01 ONE FAMILY HOMES,83,230000,904369,888000,1900000,2022
QUEENS,JACKSON HEIGHTS,02 TWO FAMILY HOMES,92,500000,1110572,997500,2665000,2022
QUEENS,JACKSON HEIGHTS,03 THREE FAMILY HOMES,48,250801,1280151,1277500,2665000,2022
QUEENS,JAMAICA,01 ONE FAMILY HOMES,30,270000,784160,705000,2500000,2022
QUEENS,JAMAICA,02 TWO FAMILY HOMES,36,219690,945266,882000,2300000,2022
QUEENS,JAMAICA,03 THREE FAMILY HOMES,5,970000,1166200,1180000,1424000,2022
QUEENS,JAMAICA BAY,01 ONE FAMILY HOMES,9,417500,633819,590000,1000000,2022
QUEENS,JAMAICA BAY,02 TWO FAMILY HOMES,3,342224,602408,645000,820000,2022
QUEENS,JAMAICA ESTATES,01 ONE FAMILY HOMES,54,225942,1335184,1300000,2900000,2022
QUEENS,JAMAICA ESTATES,02 TWO FAMILY HOMES,3,520000,1013333,1210000,1310000,2022
QUEENS,JAMAICA HILLS,01 ONE FAMILY HOMES,23,620000,805213,800000,1100000,2022
QUEENS,JAMAICA HILLS,02 TWO FAMILY HOMES,15,300000,793867,875000,1130000,2022
QUEENS,JAMAICA HILLS,03 THREE FAMILY HOMES,1,1210000,1210000,1210000,1210000,2022
QUEENS,KEW GARDENS,01 ONE FAMILY HOMES,29,326000,1150974,1100000,2580000,2022
QUEENS,KEW GARDENS,02 TWO FAMILY HOMES,11,700000,1082000,1075000,1370000,2022
QUEENS,KEW GARDENS,03 THREE FAMILY HOMES,9,310000,1262193,1340000,1960000,2022
QUEENS,LAURELTON,01 ONE FAMILY HOMES,146,268180,631955,632500,1295000,2022
QUEENS,LAURELTON,02 TWO FAMILY HOMES,29,305000,796302,750000,1300000,2022
QUEENS,LITTLE NECK,01 ONE FAMILY HOMES,90,435000,1091274,995500,2360000,2022
QUEENS,LITTLE NECK,02 TWO FAMILY HOMES,10,820000,1312903,1274000,1990000,2022
QUEENS,LONG ISLAND CITY,01 ONE FAMILY HOMES,5,645000,881400,912000,1200000,2022
QUEENS,LONG ISLAND CITY,02 TWO FAMILY HOMES,28,535000,1612910,1365000,3500000,2022
QUEENS,LONG ISLAND CITY,03 THREE FAMILY HOMES,12,320000,1473083,1450000,2750000,2022
QUEENS,MASPETH,01 ONE FAMILY HOMES,70,365000,789655,822500,1365777,2022
QUEENS,MASPETH,02 TWO FAMILY HOMES,107,204544,953636,950000,1720000,2022
QUEENS,MASPETH,03 THREE FAMILY HOMES,24,635000,1229271,1202500,1883763,2022
QUEENS,MIDDLE VILLAGE,01 ONE FAMILY HOMES,170,218630,828213,839500,1525000,2022
QUEENS,MIDDLE VILLAGE,02 TWO FAMILY HOMES,135,300000,987359,979000,1888000,2022
QUEENS,MIDDLE VILLAGE,03 THREE FAMILY HOMES,31,851000,1305251,1300000,1800000,2022
QUEENS,NEPONSIT,01 ONE FAMILY HOMES,24,275805,1271242,1187500,3000000,2022
QUEENS,OAKLAND GARDENS,01 ONE FAMILY HOMES,59,304000,1076223,999900,1998068,2022
QUEENS,OAKLAND GARDENS,02 TWO FAMILY HOMES,3,1399998,1813079,1850000,2189238,2022
QUEENS,OAKLAND GARDENS,03 THREE FAMILY HOMES,6,498800,1303633,1414000,1650000,2022
QUEENS,OZONE PARK,01 ONE FAMILY HOMES,121,325000,664503,675000,1380000,2022
QUEENS,OZONE PARK,02 TWO FAMILY HOMES,153,270000,846317,825000,1600000,2022
QUEENS,OZONE PARK,03 THREE FAMILY HOMES,18,381900,945980,993667,1250000,2022
QUEENS,QUEENS VILLAGE,01 ONE FAMILY HOMES,263,200000,652472,665000,1300000,2022
QUEENS,QUEENS VILLAGE,02 TWO FAMILY HOMES,74,288000,761764,757500,1295000,2022
QUEENS,QUEENS VILLAGE,03 THREE FAMILY HOMES,2,860000,902500,902500,945000,2022
QUEENS,REGO PARK,01 ONE FAMILY HOMES,58,700000,941065,911750,1875000,2022
QUEENS,REGO PARK,02 TWO FAMILY HOMES,26,360000,1311077,1072000,3600000,2022
QUEENS,REGO PARK,03 THREE FAMILY HOMES,6,1125000,1423833,1349000,1995000,2022
QUEENS,RICHMOND HILL,01 ONE FAMILY HOMES,186,200000,676543,670000,1600000,2022
QUEENS,RICHMOND HILL,02 TWO FAMILY HOMES,173,287000,839231,834528,1855000,2022
QUEENS,RICHMOND HILL,03 THREE FAMILY HOMES,33,420000,969008,945000,1410000,2022
QUEENS,RIDGEWOOD,01 ONE FAMILY HOMES,16,396750,856102,847000,1375000,2022
QUEENS,RIDGEWOOD,02 TWO FAMILY HOMES,102,200000,1100603,1095000,2350000,2022
QUEENS,RIDGEWOOD,03 THREE FAMILY HOMES,32,250000,1258391,1225000,2575000,2022
QUEENS,ROCKAWAY PARK,01 ONE FAMILY HOMES,12,500000,824667,849500,1260000,2022
QUEENS,ROCKAWAY PARK,02 TWO FAMILY HOMES,21,275000,998333,840000,4500000,2022
QUEENS,ROCKAWAY PARK,03 THREE FAMILY HOMES,3,630000,829500,908500,950000,2022
QUEENS,ROSEDALE,01 ONE FAMILY HOMES,124,200000,644633,620000,1300000,2022
QUEENS,ROSEDALE,02 TWO FAMILY HOMES,97,250000,843302,866168,1258000,2022
QUEENS,ROSEDALE,03 THREE FAMILY HOMES,11,382950,903541,850000,1250000,2022
QUEENS,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY HOMES,223,235000,584631,580000,1360000,2022
QUEENS,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY HOMES,100,200000,761424,755000,1260000,2022
QUEENS,SO. JAMAICA-BAISLEY PARK,03 THREE FAMILY HOMES,1,550000,550000,550000,550000,2022
QUEENS,SOUTH JAMAICA,01 ONE FAMILY HOMES,118,212000,573821,590000,925000,2022
QUEENS,SOUTH JAMAICA,02 TWO FAMILY HOMES,99,250000,762773,780000,1200000,2022
QUEENS,SOUTH JAMAICA,03 THREE FAMILY HOMES,14,202800,773464,885000,1150000,2022
QUEENS,SOUTH OZONE PARK,01 ONE FAMILY HOMES,163,225000,653423,639000,2300000,2022
QUEENS,SOUTH OZONE PARK,02 TWO FAMILY HOMES,102,400000,848425,826500,1400000,2022
QUEENS,SOUTH OZONE PARK,03 THREE FAMILY HOMES,5,810000,953920,935000,1130000,2022
QUEENS,SPRINGFIELD GARDENS,01 ONE FAMILY HOMES,201,200000,616412,600000,1290000,2022
QUEENS,SPRINGFIELD GARDENS,02 TWO FAMILY HOMES,101,225000,818832,835000,1270000,2022
QUEENS,SPRINGFIELD GARDENS,03 THREE FAMILY HOMES,2,304200,746600,746600,1189000,2022
QUEENS,ST. ALBANS,01 ONE FAMILY HOMES,265,250000,635420,630000,1250000,2022
QUEENS,ST. ALBANS,02 TWO FAMILY HOMES,86,265000,749394,721250,1250000,2022
QUEENS,ST. ALBANS,03 THREE FAMILY HOMES,4,228000,630750,692500,910000,2022
QUEENS,SUNNYSIDE,01 ONE FAMILY HOMES,10,780000,1227400,1282000,1560000,2022
QUEENS,SUNNYSIDE,02 TWO FAMILY HOMES,32,450000,1402531,1300000,3900000,2022
QUEENS,SUNNYSIDE,03 THREE FAMILY HOMES,3,1200000,1391667,1475000,1500000,2022
QUEENS,WHITESTONE,01 ONE FAMILY HOMES,168,202800,1198049,1045000,4000000,2022
QUEENS,WHITESTONE,02 TWO FAMILY HOMES,59,625000,1418824,1299000,6000000,2022
QUEENS,WHITESTONE,03 THREE FAMILY HOMES,9,365000,1809000,1414000,6000000,2022
QUEENS,WOODHAVEN,01 ONE FAMILY HOMES,99,206122,672759,650000,2200000,2022
QUEENS,WOODHAVEN,02 TWO FAMILY HOMES,106,430000,880278,879500,1440000,2022
QUEENS,WOODHAVEN,03 THREE FAMILY HOMES,17,575000,876953,865000,1225000,2022
QUEENS,WOODSIDE,01 ONE FAMILY HOMES,29,400000,825112,875000,1270000,2022
QUEENS,WOODSIDE,02 TWO FAMILY HOMES,32,550000,1127911,1139000,1650000,2022
QUEENS,WOODSIDE,03 THREE FAMILY HOMES,13,500000,1196846,1390000,1638000,2022
STATEN ISLAND,ANNADALE,01 ONE FAMILY HOMES,85,250000,954709,835000,2585000,2022
STATEN ISLAND,ANNADALE,02 TWO FAMILY HOMES,36,300000,972797,929500,1975000,2022
STATEN ISLAND,ANNADALE,03 THREE FAMILY HOMES,1,995900,995900,995900,995900,2022
STATEN ISLAND,ARDEN HEIGHTS,01 ONE FAMILY HOMES,175,252250,518603,505000,1172500,2022
STATEN ISLAND,ARDEN HEIGHTS,02 TWO FAMILY HOMES,17,612500,904782,880000,1230000,2022
STATEN ISLAND,ARROCHAR,01 ONE FAMILY HOMES,15,550000,684467,640000,950000,2022
STATEN ISLAND,ARROCHAR,02 TWO FAMILY HOMES,9,530000,744893,750000,989040,2022
STATEN ISLAND,ARROCHAR-SHORE ACRES,01 ONE FAMILY HOMES,10,399519,621032,600000,980000,2022
STATEN ISLAND,ARROCHAR-SHORE ACRES,02 TWO FAMILY HOMES,4,215000,521250,580000,710000,2022
STATEN ISLAND,BLOOMFIELD,01 ONE FAMILY HOMES,1,500000,500000,500000,500000,2022
STATEN ISLAND,BULLS HEAD,01 ONE FAMILY HOMES,108,250000,581310,596668,975000,2022
STATEN ISLAND,BULLS HEAD,02 TWO FAMILY HOMES,73,274291,834128,849800,1350000,2022
STATEN ISLAND,BULLS HEAD,03 THREE FAMILY HOMES,3,400000,670000,760000,850000,2022
STATEN ISLAND,CASTLETON CORNERS,01 ONE FAMILY HOMES,82,255000,676124,699950,1120000,2022
STATEN ISLAND,CASTLETON CORNERS,02 TWO FAMILY HOMES,37,325963,714829,730000,1135000,2022
STATEN ISLAND,CASTLETON CORNERS,03 THREE FAMILY HOMES,1,820000,820000,820000,820000,2022
STATEN ISLAND,CLOVE LAKES,01 ONE FAMILY HOMES,45,225000,690795,675000,1045000,2022
STATEN ISLAND,CLOVE LAKES,02 TWO FAMILY HOMES,6,536500,713398,745000,838888,2022
STATEN ISLAND,CONCORD,01 ONE FAMILY HOMES,54,205000,467635,480000,870000,2022
STATEN ISLAND,CONCORD,02 TWO FAMILY HOMES,17,315000,671554,688000,997885,2022
STATEN ISLAND,CONCORD,03 THREE FAMILY HOMES,4,300000,581250,662500,700000,2022
STATEN ISLAND,CONCORD-FOX HILLS,01 ONE FAMILY HOMES,21,263750,505503,518000,668000,2022
STATEN ISLAND,DONGAN HILLS,01 ONE FAMILY HOMES,36,480000,682451,645000,1080000,2022
STATEN ISLAND,DONGAN HILLS,02 TWO FAMILY HOMES,24,343000,902905,930000,1461189,2022
STATEN ISLAND,DONGAN HILLS,03 THREE FAMILY HOMES,4,450000,505019,505019,560038,2022
STATEN ISLAND,DONGAN HILLS-COLONY,01 ONE FAMILY HOMES,44,206000,1089683,970000,2630000,2022
STATEN ISLAND,DONGAN HILLS-COLONY,02 TWO FAMILY HOMES,7,293333,793476,900000,1100000,2022
STATEN ISLAND,DONGAN HILLS-COLONY,03 THREE FAMILY HOMES,2,859900,908950,908950,958000,2022
STATEN ISLAND,DONGAN HILLS-OLD TOWN,01 ONE FAMILY HOMES,2,529000,534500,534500,540000,2022
STATEN ISLAND,ELTINGVILLE,01 ONE FAMILY HOMES,184,315000,711062,662500,4850000,2022
STATEN ISLAND,ELTINGVILLE,02 TWO FAMILY HOMES,49,250000,885435,886000,1675000,2022
STATEN ISLAND,ELTINGVILLE,03 THREE FAMILY HOMES,1,950000,950000,950000,950000,2022
STATEN ISLAND,EMERSON HILL,01 ONE FAMILY HOMES,11,965000,1302082,1260000,1635000,2022
STATEN ISLAND,EMERSON HILL,02 TWO FAMILY HOMES,5,580000,760600,825000,920000,2022
STATEN ISLAND,GRANT CITY,01 ONE FAMILY HOMES,53,300000,675926,645000,1200000,2022
STATEN ISLAND,GRANT CITY,02 TWO FAMILY HOMES,16,490000,874250,882500,1180000,2022
STATEN ISLAND,GRASMERE,01 ONE FAMILY HOMES,48,404815,769390,699450,2475000,2022
STATEN ISLAND,GRASMERE,02 TWO FAMILY HOMES,9,337500,884944,970000,1260000,2022
STATEN ISLAND,GREAT KILLS,01 ONE FAMILY HOMES,357,200000,655441,650000,1450000,2022
STATEN ISLAND,GREAT KILLS,02 TWO FAMILY HOMES,112,234000,823707,820000,1323725,2022
STATEN ISLAND,GREAT KILLS,03 THREE FAMILY HOMES,1,875000,875000,875000,875000,2022
STATEN ISLAND,GREAT KILLS-BAY TERRACE,01 ONE FAMILY HOMES,31,415000,682727,665000,950000,2022
STATEN ISLAND,GREAT KILLS-BAY TERRACE,02 TWO FAMILY HOMES,16,528750,885768,920000,1249000,2022
STATEN ISLAND,GRYMES HILL,01 ONE FAMILY HOMES,26,370000,986385,755000,2900000,2022
